created_at	text	STANCE CONCORDATA		
Wed Mar 17 07:08:28 +0000 2021	COVID, PERSI OLTRE 9MILA POSTI DI LAVORO IN ABRUZZO: “AVANTI SPEDITI CON CAMPAGNA VACCINI” https://t.co/IaiumorI7y #abruzzo	1		
Thu Feb 25 18:12:56 +0000 2021	@matteosalvinimi Non so se te lo ha detto Giorgetti ma il vaccino autarchico avrà tempi medio-lunghi, non prima del 2022. hai notizie sulla Pace Fiscale, perché ho il sospetto che al MEF si vada avanti con cartelle e ganasce fiscali	4		
Sun May 16 12:46:20 +0000 2021	Chiedete a #Vaia del vaccino #Reithera #Spallanzani #Domenicain. Confidiamo in #GiovannaBotteri	4		
Fri Jun 18 17:13:19 +0000 2021	"Questo vuol dire ragionare!
https://t.co/tVO1A64lbk"	6		
Mon Mar 15 16:14:11 +0000 2021	Prima è mutato il virus, adesso su Twitter mutano anche i vaccini. L'hashtag #AstraZeneca diventa #AstraZenaca e diventa virale.	4		
Fri Jun 04 09:45:05 +0000 2021	L’india ha ordinato 300 milioni dosi di un vaccino anti-Covid non approvato https://t.co/kIJq7o7B5G	4		
Thu Mar 25 19:50:59 +0000 2021	@Ilgava1 Echecazzo!!! Che domenica devo andare a fare il vaccino...	2		
Tue Jul 27 21:45:06 +0000 2021	@carlofavaretti @drsilenzi @dr_enricorosso @causiondr @MRGualano @waltermazzucco @Nemomnis @WRicciardi Genio, invece di scaricare la responsabilità su chi lavora sodo per portare il pane a casa chiedi che venga imposto l'obbligo vaccinale. Che poi ce li ricordiamo quelli come te quando si siedono a tavola e qui ci verresti perché siamo tutti vaccinati.	1		
Thu Aug 19 12:46:00 +0000 2021	"@AlessandroRaggi @Cartabellotta Si vabbé, l'aiuto a completare la frase: ""Ci sono poi medici che non vogliono essere vaccinati, e possono avere diverse motivazioni, a volte coincidono con i no vax, ma non tutti sono incanalabili in questo filone"""	3		
Thu Jul 22 19:01:19 +0000 2021	@barbarab1974 Siamo sempre guariti dalle polmoniti, le cure esistono.. è di vaccino che si muore, e non ci sono storie, e non sanno nemmeno riconoscerlo tanto più che essendo sperimentale dovrebbero verificare le cause dei decessi anziché catalogarli come “malore improvviso “... vergogna..	3		
Wed Jun 09 08:47:22 +0000 2021	@Ettore_Rosato Sì, certo, ripartiamo in sicurezza. Tanto a ottobre sarà colpa dei non ancora vaccinati, giusto ?? https://t.co/GhTkvjO4q0	3		
Wed Mar 24 18:35:31 +0000 2021	"Leggi qui l'articolo de L'#UnioneSarda https://t.co/jxTr9BDlFM 
Benissimo! Vadano a fare i no-vax da un'altra parte!"	1		
Sun Jun 06 09:34:42 +0000 2021	Per l'ottimo andamento della campagna vaccinale voglio ringraziare Marco Travaglio. Ogni sua lacrima sono sui 50mila vaccinati in più	1		
Mon Mar 22 23:08:52 +0000 2021	Cioè, tutti sti soldi spesi per vaccini (in via di sperimentazione) servono solo ad arricchire BigPharma. Altro che giornate della memoria... 💣💣	3		
Mon Jul 26 08:35:55 +0000 2021	@EnricoLetta - perché chiami vaccino un farmaco sperimentale ?, se fosse un vaccino perché far firmare un documento che li solleva da ogni responsabilità ?	3		
Wed Sep 08 06:47:00 +0000 2021	"@16_opamp @fattoquotidiano 1 i vaccini mRNA vengono studiati da 20 anni quindi se ne conoscono gli effetti a lungo termine.
2 in Europa sono stati rilasciati con la pratica dell'approvazione condizionata, utilizzata con dal 2006 con diversi altri farmaci."	1		
Mon Mar 15 20:15:25 +0000 2021	"Siamo in molti a pensarlo.
Ma alla politica sembra interessare la soluzione più veloce, non la migliore per la salute pubblica."	6		
Sat May 15 18:56:12 +0000 2021	"@NicolaPorro @pbecchi l
obbligo del vaccino preclude solo se vi e' una pandemia,fatto e ke se si cerka sul web ILVIRUS SARSA NN E PANDEMICO perke nn letale ,xessere letale ki e contagiato deve morire ,invece il sarsa ,nn e letale colpisce i + emaciati con altre patologie e VECCI OVER 80"	3		
Fri Aug 27 12:32:34 +0000 2021	"Neppure se toccati personalmente ammettono l’irrazionalità di ciò che subiscono e che impongono.
Una #politica morta, miope, subordinata ai militari come #Figliuolo.
#Zingaretti #vaccini #Greenpass #Covid19  #GreenPassObbligatorio https://t.co/F26YDorvW2"	3		
Mon Feb 15 21:07:58 +0000 2021	ho appena inoltrato la preiscrizione per il vaccino https://t.co/yZC4HeS3VC	6		
Sat Jul 17 13:14:07 +0000 2021	"@AldoAudino @MarcoRizzoPC @LukeDuke1268 Diffondere il più possibile, solo con le cure si blocca il vaccino.

1) Erik Grimaldi: TERAPIA DOMICILIARI PRECOCI. 2) https://t.co/DaQXybF03M.  QUESTE SONO ASSOCIAZIONI ITALIANE CHE SE FOSSE NECESSARIO BASTA CONTATTARLI PER RICEVERE ASSISTENZA, E NON CHIEDONO NIENTE IN CAMBIO"	3		
Mon Jul 19 09:33:07 +0000 2021	"#Greenpass per viaggiare!
#Israele vieta l'ingresso ai #vaccinati perché portano la #variantedelta!
#Sipario!!! https://t.co/h6TPpxTxJV"	3		
Tue Sep 07 16:03:06 +0000 2021	Covid, muore a 52 anni dopo il vaccino Pfizer: richiesta autopsia | VirgilioNotizie https://t.co/lVfuNWxsB9	3		
Fri Jun 11 13:43:26 +0000 2021	@autocostruttore In US per un vaccino davano una canna. Così non ci pensavano più. Oltre alla birra a 0,50€ ai ragazzi li aspettavano con un dj come in un rave party. Piveri ragazzi cosa hanno fatto. Vedremo da qui a fine 2022 cosa sara. Un accenno già lo avremo questo inverno o no????	3		
Mon Jun 14 11:56:25 +0000 2021	"@GrandePinguino Un po' come quelli che volevano che i non vaccinati pagassero le eventuali cure di tasca propria, proprio delle merdacce, eh?
Facciamo allora che i vaccinati si paghino il vaccino e le cure di tasca propria, così imparano."	3		
Thu May 13 14:50:00 +0000 2021	"Ecco come prenotarsi per ricevere il #VaccinoAntiCovid.

https://t.co/MTuvfKKBCb"	4		
Tue May 11 13:02:06 +0000 2021	@Alberto_Cirio questa sarebbe la previsione della decade di effettuazione del vaccino. Pre adesione di stamattina. Voglio vedere quante volte cambierà la previsione. Perché dare dare accazzo tanto per dare l’idea di efficienza sono buoni tutti. https://t.co/bsnFWoTPiv	5		
Sat Jul 24 08:44:08 +0000 2021	LE MANIFESTAZIONI ANTIVAX E IL GREEN PASS https://t.co/AObxOUarbq	4		
Wed Mar 17 14:42:16 +0000 2021	"#Covid_19, Speranza:""Attese almeno 50 milioni di dosi di #vaccini”. Il ministro della Salute: pressing quotidiano sulle aziende“ #17marzo
https://t.co/0mY3vMCXPe"	4		
Tue Feb 16 12:58:34 +0000 2021	Approvvigioniamoci di vaccini nel quarto mondo, cosa potrebbe andare storto? #bastalockdown	5		
Tue Jul 27 07:55:34 +0000 2021	"@MarianoFroldi Tu che dici Mariano... dove andiamo a finire così?
Mi chiedo sempre la stessa cosa: se il vaccino (che vaccino nn è, in quanto farmaco sperimentale dichiarato) è sicuro... che motivo hanno i vaccinati di stare allarmati? Sono protetti no? Come mai tutto questo odio per chi ha"	3		
Fri Jul 16 16:00:20 +0000 2021	@CarloBolognesi1 @PersempreNadia @RobertoBurioni È un imbelle. Di è vaccinato. Ha detto che va dove vuole? Bene. Non torni.	3		
Thu Apr 22 20:46:02 +0000 2021	@NicolaPorro @DelpapaMax Ok, green pass, ma chi paga il mio tampone, io? La colpa forse  non è mia, non me l'hanno fatto il vaccino perché? Il governo vuole fare il green pass? Va bene, però i tamponi lo devono regalare. Altrimenti staranno aiutando un piccolo gruppo, cioè le aziende farmaceutiche.	2		
Thu Jun 03 19:13:03 +0000 2021	"La #Gruber che chiede a #Salvini di postare il video della sua vaccinazione, sembra la #DUrso coi matrimoni o le ecografie vip

#ottoemezzo"	5		
Sat Jun 05 10:09:15 +0000 2021	@Chalpakamatt vaccine Ka 2no dose 😂💉	6		
Sun Jun 13 21:42:29 +0000 2021	"@tiber_h @xenonian1 Di quando è questa intervista?
Ho letto che Mara ha la paralisi di Bell per via del vaccino."	3		
Thu Sep 02 01:58:32 +0000 2021	@EnricoLetta Il green pass e' una misura ipocrita e sgangherata. Rendere il vaccino obbligatorio sarebbe stato piu' dignitoso.	1		
Tue Mar 30 18:27:52 +0000 2021	@matteosalvinimi COGLIONE infame imbroglione ha votato a favore del passaporto vaccinale!!!!  infame lo sai che questo significa che l ECONOMIA ITALIANA crollerà a picco! Perché i vaccini in Italia non ci sono e non arrivano prima di Natale  ! Ciò significa che  il turismo italiano è morto! MUNEZ	4		
Sat Jul 17 13:10:16 +0000 2021	@SoundsKugle @chaotic_kimmy @arielluvin @Cleavon_MD Vaccine: https://t.co/K4Qnr1vbFQ	6		
Mon Aug 23 08:37:22 +0000 2021	Credevo di aver bonificato i miei follower, e invece … ‘sti novax spuntano come scarafaggi di notte	1		
Fri May 28 16:01:53 +0000 2021	Covid, la pediatra Angelina Farella: “Pensare di sottoporre i bambini a questo tipo di vaccini è un crimine”: https://t.co/trmkGtLvEw	3		
Tue Jul 13 06:28:32 +0000 2021	Oggi faccio il vaccino	1		
Thu Mar 25 00:26:52 +0000 2021	@UnnamedPlayer15 Lo avevo previsto. I vaccini saranno ritardati perché è un modo cinico per sfoltire le società dai vecchi pensionati. Un gigantesco risparmio per le casse di tutti gli stati e un guadagno immenso per le maledette multinazionali farmaceutiche.	3		
Thu Feb 25 07:49:51 +0000 2021	"@AugustoMinzolin Un'armata brancoladinotte...I casi sono 2...O loro sono stati clonati al Cairo (dove gli originali sono reclusi xchè sanno la verità).. e qui sono  impiegati  nella vaccinazione reclutante dei ""semplici""..
O sono gli autentici che operano qui MA sotto ricatto..e i familiari..Là.."	5		
Sat Jun 12 17:44:28 +0000 2021	"@Chiaratw28 @sabrimaggioni Sul fatto che gli italiani non siano popolo bue ho molte riserve. 
Gente disposta a farsi vaccinare anche con l’acquaragia pur di andare in vacanza “immunizzati” e già pronti a sacrificare anche i loro figli sull’altare del Dio Vax. 
Popolo bue anche troppo poco per sta gente .."	3		
Sat Aug 21 17:31:25 +0000 2021	@l_patrizia Una mia ex vicina di casa, gravemente obesa e diabetica, nonostante avesse la priorità del vaccino, non l'ha voluto fare. È in terapia intensiva in condizioni disperate. Ma come si fa....	1		
Wed Aug 25 12:42:46 +0000 2021	Non ci capisco più un cazzo.(magari non da ora).Il GP durerà 12 mesi ma l'effetto vaccinazione dura 6 mesi,max 8,sennò perchè parlare di 3° e 4° dose?.Vorrei che mi si chiarisse.	4		
Mon May 24 10:27:21 +0000 2021	"Sondaggio dentro la redacione di 
""La Repubblica"" non è uno scherzo
lì son così.....anche già tutti vaccinati!"	4		
Tue Jul 27 09:44:52 +0000 2021	"Geopolitica dei vaccini - Mappa Mundi"" https://t.co/AmlztRCTNk 40"	4		
Wed Sep 01 08:25:08 +0000 2021	@Qurkuma @EUball3 @AlanPanassiti e quindi? i vaccinati nel 95%/99% dei casi non avranno bisogno di 300 euro di cure da cavallo e 20 mila euro di terapia intensiva.	1		
Mon Jul 19 13:11:04 +0000 2021	"@GiovanniToti Taci.
Serve il vostro silenzio.
Non avvicinare più nessuno è la migliore garanzia.
Non si danneggia e non si viene danneggiati.
Troppi soldi intono ai vaccini."	3		
Tue Mar 16 04:03:40 +0000 2021	Per questo ho deciso di farlo una volta ben testato sui coglioni 😉	6		
Tue Jul 13 13:08:51 +0000 2021	@casto_lorenzo @antonio475317 @RaffaeleFerro7 @GiorgiaMeloni se non sei vaccinato non entri nei luoghi pubblici non sali nei mezzi pubblici te ne stai per conto tuo e non calpesti il diritto degli altri a non subire la tua violenza sulla base di un presunto diritto che non esiste .	1		
Thu Sep 02 06:52:13 +0000 2021	"@Fabio59952667 @EnricoLetta @pdnetwork Chi è vaccinato può infettarsi e trasmettere il virus su questo non ci piove. Con il gp uno non fa più controlli per 8/12 mesi perché pensa di essere sano.
La soluzione sono i tamponi salivari rapidi.
Dal 7 agosto l'Aifa ha riconosciuto l'uso delle monoclinali per la cura."	3		
Fri Apr 16 07:25:34 +0000 2021	#VacciniCovid   Vaccini e rischio trombosi: dimezzare le dosi potrebbe ridurre i rischi https://t.co/czmpcXztHH via @quotidianonet	4		
Mon Mar 15 17:01:33 +0000 2021	@GiacomoGorini l'unica (magra) consolazione che mi da questa psicosi, è che presumibilmente la data della mia vaccinazione dovrebbe avvicinarsi in modo consistente per le  rinunce che arriveranno	1		
Wed Jun 02 20:32:48 +0000 2021	"@breveinutile @Mattia_Lz @vonalexandro @teoxandra @borghi_claudio @guffanti_marco Bhe devo dire che questa “correzione di fake news” fa molto ridere.

Il vaccino immunizza solo per poche settimane? No, in realtà solo per pochi mesi.
Sai che differenza 🙄"	3		
Sun Jul 18 02:39:45 +0000 2021	al final el turismo de vacuna resultó ser en mi pueblo, jsjsjsjsjs	6		
Wed Jul 14 11:11:28 +0000 2021	@AlessiaSaccucc2 @MadameA02 Quindi sei no-vax.	5		
Thu Jun 10 21:46:51 +0000 2021	ma se non si fanno le foto appena fatto il vaccino non funziona ?	4		
Fri Mar 12 21:44:21 +0000 2021	@Signorasinasce NON è un vaccino, perche non immunizza contro nulla....	3		
Sat Jul 17 12:27:01 +0000 2021	@emanuel36289816 @MikeOpOp @lucatelese Le proporzioni si usano per le stime non per i dati di fatto. Basta con sta storia che ci sono più non vaccinati ricoverati perché è il contrario, proporzioni o meno. Il 35% scoperto dalle ospedalizzazioni è superiore al 100% dei non vaccinati grazia alla tua proporzione 😉	3		
Fri May 07 19:57:45 +0000 2021	"@noitre32 Anche se non ti capita nulla, la cosa buffa è che alla prossima ondata di Covid ti ammali, perché non dicono quello che succede in Inghilterra?
https://t.co/dTaKFHMgee"	6		
Sat Mar 13 19:49:30 +0000 2021	#staseraitalia le varianti si sviluppano dove non si vaccina? È esattamente il contrario, si chiama pressione selettiva dei vaccini.	3		
Thu Jul 22 16:19:17 +0000 2021	Ci arrivano piano piano a dire #vaccino #covid obbligatorio per tutti, dalla nascita ai 125 anni ma dategli un paio di mesi. Tanto ormai vaccinano pure durante la gravidanza, poi passeranno agli animali vedrete. E quello sarà il momento che i #fruttariani diventeranno tantissimi.	3		
Tue Apr 20 19:08:42 +0000 2021	"La gravidanza solidale.
Il vaccino solidale.
Il pass solidale.
Gli immobili solidali.
La parolina magica per coprire le porcate."	3		
Fri Apr 16 14:14:21 +0000 2021	"@stanzaselvaggia Oggi la vita degli anziani ha un vaccino. Fine. Anzi no, facciamo che per chi ritarda il vaccino agli anziani vale la canzone di De Gregori: ""perdona tutti quanti tranne qualcuno"""	1		
Sat Jul 24 08:11:30 +0000 2021	@fratotolo2 Hanno vaccinato le pecore purtroppo per loro sono rimasti i lupi	3		
Fri Mar 12 13:14:13 +0000 2021	107 euro al mese in più per fare da cavie. Perugia, poliziotta 43enne ricoverata dopo il vaccino AstraZeneca https://t.co/ELmuPMI1Y5	3		
Thu Apr 15 21:49:33 +0000 2021	@PiazzapulitaLA7 regione Marche: liste  per caregiver ad oggi, per i comuni disabili gravi, ancora non aperte, stando al sito della regione, ma  i furbetti del vaccino (es. un avvocato),  sono stati vaccinati nei giorni scorsi pronunciando semplicemente la parola “caregiver”.	4		
Tue Jul 27 18:10:38 +0000 2021	"@GuidoCrosetto Consiglio di seguire lui 👇 l'inventore del mRNA messaggero e molto critico sulle scelte vaccinali e politiche che non considerano gli studi e la famosa ""scienza""
https://t.co/xYxn5oVME9"	3		
Fri Jul 16 17:16:12 +0000 2021	@bisagnino Noi gente normale, definiti ignoranti, già da tempo dicevamo che se sospendevano i medici no vax, sarebbero stati in difficoltà perché non sostituibili.	3		
Wed Jun 30 06:14:24 +0000 2021	@borghi_claudio Grazie per la solerzia con cui ha verificato la segnalazione. E adesso che si fa? A parer mio questa cosa è gravissima, dimostra la malafede che circonda il vaccino in Italia e l’istituzionale ostilità nei confronti di chi sceglie di non farsi iniettare un siero sperimentale	3		
Fri Aug 20 07:12:21 +0000 2021	Ci siamo… https://t.co/Vl7FjKSScV	6		
Sun Mar 14 09:42:41 +0000 2021	@fczenit_en Scusate visto che vivo in un Paese di merda e l'UE è peggio, politic parlando, posso io italiano ed Europeo vaccinarmi comprando dall'estero il biglietto? Penso che lo Sputnik sia il miglior vaccino sul mercato in questo periodo. Grazie i love Russia❤✌	1		
Thu May 13 13:07:17 +0000 2021	Coronavirus | da lunedì prenotazione vaccino per over 40 In Italia si lavora ai nuovi parametri del monitoraggio Seconda dose Pfizer | Figliulo | “Meglio mezzo scudo a più persone che uno intero a meno persone” – LIVE https://t.co/EdFkFRHQ8g	4		
Mon Apr 05 21:15:21 +0000 2021	@MMmarco0 Il vaccino cinese è un pacco, e il Cile ne è la dimostrazione	5		
Tue Sep 07 06:08:30 +0000 2021	"@Puupy100000 Libro ""Bambini super vaccinati"" capitolo virus A/h1n1. Libro di una decina di anni fa. C'è già quasi tutto dentro, tutto quello che sta capitando. Il pediatra esercita ancora privatamente. Siamo in mano a dei lucidi criminali."	3		
Fri Jun 18 01:36:22 +0000 2021	Vaccini una guerra senza esclusione di colpi così il virologo di fama internazionale Giulio Tarro https://t.co/j4OLXRND3r a través de @FacebookWatch	5		
Fri May 28 08:11:33 +0000 2021	Covid, vaccini in farmacia, regioni a 2 velocità: da Val d'Aosta a Calabria. La situazione https://t.co/Wh8drcUN3i	4		
Wed May 19 04:45:12 +0000 2021	"Ha fatto il vaccino? Si 2 dosi. 
E ma se sto a contatto mi infetto lo stesso... 
Bene, ma NON benissimo ..."	2		
Sun Mar 14 18:52:09 +0000 2021	@EconAzUnits @gborruso Certo si è trovato una situazione fuori controllo e fa quello che può. Priorità vaccini affrontata bene so far e immagino che dul fronte LD non abbia avuto tempo di rivedere la strategia e sta semplicemente continuandola, ms le federazioni dovrebbero fare il loro lavoro	4		
Mon Apr 12 22:39:39 +0000 2021	"@Gnarrrgh prova a instaurare un dibattito sull'accesso ai vaccini ostacolato da Gates, mentre attorno la menano con i vaccini g5 e i microchip.
o prova a far lo stesso con il 9/11 etc.
non vedi che anche tu alla fine sei ""costretto"" a evocare i complotti e a metter le mani avanti?"	5		
Sun Jul 04 07:20:09 +0000 2021	@GaetaneRibeyre Vaccine	6		
Thu Jul 22 10:23:49 +0000 2021	"@sempreciro se vai in giro sono quasi tutti senza mascherina o distanziamento 

vaccino non significa zero casi ma ospedali liberi e gente non al cimitero 

se fai anti influenzale non ti dice che non la prendi ma che se la prendi è leggera"	1		
Thu Feb 25 04:49:02 +0000 2021	Bergamo e Brescia l’annuncio di Bertolaso: da domani vaccini a 30 mila persone over 60 Il bollettino: 318 i morti - A Brescia 901 casi - #Bergamo #Brescia #l’annuncio https://t.co/bdZGwIHAfV https://t.co/3PLhPbYUxA	4		
Wed Jul 21 11:52:07 +0000 2021	"@soniabetz1 Il vaccino protegge dalla malattia, non dall'infezione
Ci si può infettare anche da vaccinati, e quando succede è comunque in forma lieve e poco trasmissibile 

I non vaccinati sono vulnerabili sia per l'infezione che per la malattia 
1/2"	1		
Sun Mar 14 09:23:32 +0000 2021	"Mio padre mi ha salutato questa mattina con ""mi sa che non andremo a Venezia il *data mio vaccino*, temo saranno costretti a sospendere Astrazeneca."" 
L'ottimismo è il profumo della vita e il buongiorno si vede dal mattino!"	4		
Sun Jul 04 09:07:55 +0000 2021	@fogatod @repubblica Beh l’hanno degradato.. hanno ancorale scuole aperte a differenza di altrivia le maschere .. vaccinato  con 2 dosi quasi il 65% della popolazione e pochi decessi e ingressi in terapie intensive .. U.K. Covid certo nn ste vincendo	1		
Tue Jul 20 10:49:31 +0000 2021	@martacagnola @jacopo_iacoboni La metà dei no-vax che ho tra i contatti è grillina	4		
Wed Jul 14 12:46:07 +0000 2021	"@fattoquotidiano ""FORZARE"", il governo e le istituzioni vogliono FORZARE un vaccino sperimentale e pericoloso nelle persone. Buttate fuori questi delinquenti fascisti!!!"	3		
Sat Jul 24 22:18:08 +0000 2021	@robertam67 @AlbertoBagnai Gli esperti del @tg2rai mentre fanno il calcolo dell'aumento delle vaccinazioni in Friuli. https://t.co/aHEBDpQk9H	4		
Thu Sep 02 07:53:12 +0000 2021	"soc'mel 37,6 un febbrone da cavallo proprio

i commenti e le citazioni pura poesia"	6		
Fri Jul 23 08:47:37 +0000 2021	"@EnricoLetta non abbiamo dimenticato la morte di Camilla Mariani dopo il vostro open day della morte nonchè, i tanti morti post vaccino da voi occultati. Per voi ci vuole una nuova Norimberga, dovete pagare per i vostri crimini, farabutti assassini
https://t.co/1b0keXQuAr"	3		
Thu Mar 11 12:47:01 +0000 2021	Ma come le belle ideuzze di #bertolaso!!!	6		
Mon Jun 28 12:03:47 +0000 2021	"@6dimattina_ si si, so chehai fatto il vaccino.
Io me la sto facendo sotto, detto molto sinceramente.
Se per il tampone sono svenuto rischiando un trauma cranico, chissà che fine farò col vaccino"	2		
Mon Jul 05 09:04:03 +0000 2021	"I #vaccini slegano l’andamento dei contagi da quello dei morti.
Vedremo il prosieguo, ma l’effetto comincia ad essere evidente.
#VarianteDelta 

    Russia 13%                UK  63%
      1st dose                    1st dose https://t.co/ns8LxJdAfN"	1		
Tue May 18 14:40:01 +0000 2021	mancano 11 anni al mio turno che emozione	6		
Fri Jul 23 08:29:25 +0000 2021	"@EnricoLetta Il VACCINATO è PERICOLOSO.
Si contagia e può contagiare.
Solo i GUARITI meritano il Green Pass."	3		
Wed Jul 21 09:03:48 +0000 2021	"#vaccinazioni #greenpass 

chi si è vaccinato si è assunto consapevolmente dei rischi firmando una liberatoria.
benissimo, dunque in base al ragionamento dei fanatici dei vaccini, le reazioni avverse vengano curate solo a pagamento.

#ultracorpi #IoStoConBorghi"	3		
Fri Jun 25 12:07:49 +0000 2021	@maxiguido @Adnkronos Basta analizzare le percentuali di non letalità del Covid e quelle di garanzia dei vaccini, sono simili. Vuole dire che i vaccini non cambieranno la situazione, e lo stiamo già vedendo nei fatti	3		
Thu Jun 10 11:08:26 +0000 2021	@GuidoAnselmi7 @gianfrancoalf Polemichetta italica un vaccino che sta creando problemi? Tu solo Calendiamo potevi essere.	3		
Sun Aug 29 05:15:56 +0000 2021	@Letenebredinot1 @sicktrader66 @borghi_claudio Un virus muta in modo casuale a prescindere dai vaccini, e le varianti più contagiose diventano dominanti. Le vaccinazioni sono iniziate in UK in Dicembre, https://t.co/i9oExDEqFd. La variante Alpha fu scoperta in Novembre da campione preso in Settembre. https://t.co/X3knVR1kUW	4		
Fri Jul 23 13:05:17 +0000 2021	@Michetta7 @SaiaCarmelo @ilariacapua Non c'è nazione che opprime i cittadini in questo modo, dappertutto si punta sulla persuasione e nello spiegare con chiarezza e senza manipolazione l'importanza dei vaccini. Solo qui chi non si vuole vaccinare viene visto come un pericolo pubblico. Questa è schizofrenia!	4		
Fri Feb 26 07:05:09 +0000 2021	Sulla vaccinazione #EmiliaRomagna e #Toscana sono al primo posto per organizzazione e somministrazione ai propri residenti è questa una delle differenze tra il riformismo del buon governo e le chiacchiere populiste un motivo in più per @sbonaccini segretario @pdnetwork	1		
Thu Apr 01 04:19:36 +0000 2021	Le spie non sono solo nei film. Lo dimostra la vicenda dell’ufficiale arrestato mentre passava ai russi documenti riservati. Atto ostile, dice la Farnesina mentre Mosca minaccia ritorsioni cioè l’espulsione di qualche nostro diplomatico. Putin non vende solo vaccini Sputnik... https://t.co/zjyjcPzpMB	4		
Tue May 25 22:31:23 +0000 2021	@Crypto_Mullet @___Claudias___ Il resto non lo commento perché appunto come già detto sono ignorante in materia per quanto riguarda l'ultima frase si sapevo che è vera questa cosa che malgrado il vaccino il virus si può comunque contrarre	2		
Fri Mar 12 14:24:04 +0000 2021	SONO VACCINATA RAGAAAAA FANCULO IL COVID	1		
Tue May 11 11:30:51 +0000 2021	@RegioneLazio Assurdo!! Mi sembra che i virologi non garantiscano l'efficacia se il richiamo è effettuato dopo 21 giorni. Inoltre noi abbiamo già programmato gli impegni anche estivi, sulla base delle date dei vaccini.😡😡😡	4		
Sun Jun 13 19:31:42 +0000 2021	@Barbara11709497 @jabbaTM È successo anche nella mia famiglia. Tutti vaccinati eccetto me ed ogni tanto mi danno della cogliona. 😕	3		
Mon Jun 14 19:18:41 +0000 2021	"Io ho fatto la dose 1 #Pfizer, e voglio anche la dose 2 uguale.
NON voglio ""mescolamenti"" diversi sui vaccini #Covid19.
Se, in seconda dose, mi propongono un vaccino diverso, io lo rifiuto, e non lo faccio.
IO NON VOGLIO MESCOLARE VACCINI DIVERSI.
Preferisco non farlo."	2		
Sat Jun 26 19:22:50 +0000 2021	@gi_onnis La vaccinazione (soprattutto quella con vaccino a mRNA) abbatte fino al 90% la trasmissione della malattia. Tu racconti balle.	1		
Fri Aug 20 22:15:08 +0000 2021	@Saturnino69 Aspetto la possibilità di fare un vaccino tradizionale come quello russo o cinese	2		
Wed May 26 11:08:09 +0000 2021	@taylorworldtini @rtl1025 Ma lo vogliamo capire che il virus non verrà sconfitto dai vaccini ,che servono per evitare di prendere il COVID in forma lieve o comunque non mortale	4		
Tue Aug 31 06:15:41 +0000 2021	@massimogara @M_Fedriga @zaiapresidente e pure Giorgetti: che dite? Voi siete la parte più sana della Lega e vi viene riconosciuto anche da chi come me ha idee diverse. Come fate a tollerare questo pagliaccio irresponsabile? #MioCuginoNews #greenpass	6		
Sat Jun 19 05:09:58 +0000 2021	Che grande imprenditore, che uomo di stima sono le parole che sicuramente qualcuno avrà usato......io son più per una certa nausea e vomito, il mammifero in oggetto non sa neppure cosa sia il rispetto delle persone o meglio del pensiero di ognuno.....un vaffa è di dovere	6		
Fri Aug 27 10:48:24 +0000 2021	"@albertomura @paolo_gibilisco I numeri non esono esigui;

allo stato attuale a 1,5y dall'inizio della supposta emergenza, decessi &gt;40y per quale fosse nota condizione clinica/assenza patologie gravi sono =44 

Le segnalazioni al 20/5 di reazioni avverse gravi sono (sottostimate) 1/3000 vaccinati

Conti pure"	3		
Tue Aug 31 06:28:35 +0000 2021	@marcopalears poi il problema dei vaccini è il presunto stato sperimentale	5		
Mon Mar 22 12:36:47 +0000 2021	Concordo, tranne che per l'Europa al posto di UE	6		
Sun Mar 14 21:41:59 +0000 2021	Inquietante quello che c’è scritto qui 👇🏾	6		
Tue Sep 07 09:11:08 +0000 2021	@Sylvie26804002 Xchè sono una piaga di merda e vivo male anche un raffreddore,e il vaccino mi aiuterebbe a gestire eventuali cavoli amari. Non so se sia efficace o meno,ma visto che c'è l'ho fatto.	2		
Sat Apr 10 16:47:39 +0000 2021	@AntonellaColoru @Ruffino_Lorenzo Probabilmente nelle previsioni non erano considerate le vaccinazioni degli over 80,sanitari,Rsa.	5		
Wed Mar 24 10:03:03 +0000 2021	Ieri, una signora 82enne che conoscevo, in buona salute, è morta due giorni dopo il vaccino #Pfizer, qui a Cagliari. Ci siamo mobilitati giustamente perché il #covid non uccidesse neppure una persona. Dobbiamo fare lo stesso per i vaccini	3		
Tue Jul 20 11:38:54 +0000 2021	@OCCHIOCHETIVEDO @marilovesgr33n Il 40% di ricoverati è vaccinato NON vuole dire che il 40% di vaccinati è ricoverato. Le due affermazioni sono MOLTO diverse! Mi sembra che in tanti stiano equivocando…	1		
Tue Aug 24 17:16:40 +0000 2021	"@NoLockdownNo @trashonair @perchetendenza @AurelianoStingi Scusami ma non è che ""ci fa comodo"": è che non ci sono elementi che colleghino il vaccino a quanto accade. 
E anche se fanno causa dubito che possano vincerla senza prove certe: di solito funziona così."	1		
Sun Aug 29 21:13:20 +0000 2021	@FrahvBlueBoy insomma ho fatto il vaccino e comincia a farmi molto male il braccio quindi ho messo del ghiaccio è per questo che rispondo ora scusami	4		
Wed Mar 17 16:26:57 +0000 2021	"quando pensate che @forza_italia siano liberali invece scopri che vogliono l' obbligo per i vaccini sperimentali
chissà se @berlusconi si farà un bel Astrazeneca?"	3		
Fri Apr 02 16:14:09 +0000 2021	New post: Vaccinazioni over80: ecco i documenti da compilare e consegnare a Schiranna e Rancio Valcuvia https://t.co/WcLdslKLCc	4		
